gene_id	ESN
ENSG00000105696	13594
ENSG00000105697	9967
ENSG00000105698	9933
ENSG00000105699	9788
ENSG00000105700	14558
ENSG00000105701	15148
ENSG00000105705	4642
ENSG00000105707	14459
ENSG00000105708	7024
ENSG00000105711	15026
ENSG00000105717	4000
ENSG00000105726	5873
ENSG00000105732	2242
ENSG00000105737	1967
ENSG00000105738	591
ENSG00000105750	5157
ENSG00000105755	5395
ENSG00000105767	5558
ENSG00000105771	3936
ENSG00000105778	6217
ENSG00000105784	5335
ENSG00000105792	16796
ENSG00000105793	16794
ENSG00000105808	12291
ENSG00000105810	451
ENSG00000105819	13339
ENSG00000105821	13282
ENSG00000105825	10592
ENSG00000105829	11163
ENSG00000105835	13059
ENSG00000105849	12675
ENSG00000105851	6615
ENSG00000105852	11382
ENSG00000105854	11956
ENSG00000105855	7394
ENSG00000105856	1456
ENSG00000105865	1802
ENSG00000105866	16652
ENSG00000105875	12043
ENSG00000105877	17104
ENSG00000105879	2263
ENSG00000105880	13703
ENSG00000105887	10427
ENSG00000105889	15710
ENSG00000105894	15286
ENSG00000105926	8476
ENSG00000105928	8404
ENSG00000105929	14185
ENSG00000105939	3438
ENSG00000105948	3979
ENSG00000105953	1030
ENSG00000105954	14578
ENSG00000105963	13973
ENSG00000105967	14664
ENSG00000105968	1889
ENSG00000105971	12921
ENSG00000105974	12988
ENSG00000105976	12262
ENSG00000105982	2709
ENSG00000105983	1629
ENSG00000105989	3605
ENSG00000105991	16675
ENSG00000105993	3479
ENSG00000105996	16458
ENSG00000106003	5778
ENSG00000106004	15321
ENSG00000106006	14797
ENSG00000106009	5311
ENSG00000106012	4960
ENSG00000106013	2654
ENSG00000106018	14188
ENSG00000106025	14564
ENSG00000106028	13347
ENSG00000106031	14619
ENSG00000106034	11909
ENSG00000106038	12422
ENSG00000106049	9416
ENSG00000106052	10758
ENSG00000106066	16065
ENSG00000106069	16590
ENSG00000106070	15660
ENSG00000106077	3312
ENSG00000106078	14769
ENSG00000106080	15788
ENSG00000106086	15467
ENSG00000106089	2885
ENSG00000106100	11398
ENSG00000106105	14705
ENSG00000106113	15887
ENSG00000106123	11862
ENSG00000106125	16253
ENSG00000106128	16326
ENSG00000106144	5834
ENSG00000106153	17139
ENSG00000106178	2726
ENSG00000106211	3249
ENSG00000106236	3296
ENSG00000106244	4052
ENSG00000106245	4630
ENSG00000106246	6095
ENSG00000106258	13024
ENSG00000106261	13655
ENSG00000106263	5546
ENSG00000106266	6541
ENSG00000106268	6476
ENSG00000106278	16642
ENSG00000106290	8986
ENSG00000106299	9582
ENSG00000106302	7232
ENSG00000106304	2744
ENSG00000106305	16116
ENSG00000106327	6357
ENSG00000106328	11659
ENSG00000106330	6391
ENSG00000106331	11684
ENSG00000106333	6267
ENSG00000106336	6320
ENSG00000106341	11517
ENSG00000106344	4619
ENSG00000106346	16177
ENSG00000106348	5676
ENSG00000106351	8225
ENSG00000106355	6991
ENSG00000106366	14295
ENSG00000106367	14304
ENSG00000106384	14523
ENSG00000106392	13211
ENSG00000106397	14840
ENSG00000106399	10416
ENSG00000106400	15062
ENSG00000106404	15056
ENSG00000106410	9096
ENSG00000106415	5522
ENSG00000106436	16609
ENSG00000106443	8989
ENSG00000106459	9345
ENSG00000106460	15866
ENSG00000106462	8326
ENSG00000106477	12810
ENSG00000106479	5527
ENSG00000106483	7409
ENSG00000106511	13846
ENSG00000106524	13525
ENSG00000106526	7356
ENSG00000106536	16092
ENSG00000106537	14254
ENSG00000106538	7400
ENSG00000106541	14148
ENSG00000106546	14524
ENSG00000106554	11900
ENSG00000106560	10403
ENSG00000106565	15962
ENSG00000106571	15186
ENSG00000106588	13130
ENSG00000106591	13091
ENSG00000106603	4677
ENSG00000106605	3800
ENSG00000106608	2067
ENSG00000106609	9560
ENSG00000106615	16995
ENSG00000106617	15129
ENSG00000106624	1541
ENSG00000106628	1303
ENSG00000106631	1281
ENSG00000106633	1441
ENSG00000106635	1385
ENSG00000106636	2080
ENSG00000106638	1502
ENSG00000106648	9349
ENSG00000106665	5351
ENSG00000106682	4790
ENSG00000106683	7072
ENSG00000106686	16432
ENSG00000106688	16778
ENSG00000106689	15110
ENSG00000106692	1024
ENSG00000106701	1226
ENSG00000106714	3127
ENSG00000106723	11589
ENSG00000106733	12690
ENSG00000106771	16507
ENSG00000106772	17174
ENSG00000106780	1765
ENSG00000106785	4265
ENSG00000106789	4398
ENSG00000106799	15011
ENSG00000106803	13182
ENSG00000106804	3488
ENSG00000106809	3436
ENSG00000106819	1829
ENSG00000106823	1471
ENSG00000106829	10382
ENSG00000106852	9090
ENSG00000106853	11259
ENSG00000106868	8262
ENSG00000106927	16278
ENSG00000106948	17429
ENSG00000106952	17433
ENSG00000106976	12951
ENSG00000106991	14788
ENSG00000106992	14596
ENSG00000106993	14119
ENSG00000107014	5106
ENSG00000107018	4906
ENSG00000107020	5490
ENSG00000107021	12070
ENSG00000107036	13811
ENSG00000107077	17209
ENSG00000107099	9623
ENSG00000107104	10091
ENSG00000107105	12871
ENSG00000107130	14911
ENSG00000107140	10573
ENSG00000107147	10296
ENSG00000107159	11255
ENSG00000107164	11243
ENSG00000107165	4922
ENSG00000107175	11452
ENSG00000107185	11984
ENSG00000107186	9776
ENSG00000107201	3613
ENSG00000107223	1543
ENSG00000107242	12226
ENSG00000107249	17435
ENSG00000107262	7574
ENSG00000107263	7777
ENSG00000107281	1115
ENSG00000107282	10893
ENSG00000107290	7897
ENSG00000107295	16545
ENSG00000107317	1409
ENSG00000107331	1237
ENSG00000107338	11524
ENSG00000107341	3959
ENSG00000107362	8919
ENSG00000107371	8182
ENSG00000107372	9447
ENSG00000107404	3795
ENSG00000107438	9042
ENSG00000107443	11893
ENSG00000107447	15406
ENSG00000107485	16171
ENSG00000107518	10105
ENSG00000107521	6418
ENSG00000107537	16968
ENSG00000107551	7468
ENSG00000107554	2345
ENSG00000107560	4914
ENSG00000107562	16362
ENSG00000107566	1114
ENSG00000107581	16694
ENSG00000107593	1009
ENSG00000107611	9420
ENSG00000107614	7542
ENSG00000107625	4301
ENSG00000107643	14354
ENSG00000107651	15668
ENSG00000107669	13428
ENSG00000107672	13974
ENSG00000107679	13542
ENSG00000107719	11135
ENSG00000107731	15948
ENSG00000107736	17409
ENSG00000107738	17382
ENSG00000107742	17203
ENSG00000107745	17184
ENSG00000107758	3016
ENSG00000107789	3657
ENSG00000107796	14261
ENSG00000107798	2241
ENSG00000107807	6871
ENSG00000107815	4639
ENSG00000107816	4670
ENSG00000107819	5009
ENSG00000107821	5408
ENSG00000107829	7840
ENSG00000107831	4172
ENSG00000107833	4008
ENSG00000107854	4588
ENSG00000107859	1179
ENSG00000107862	1358
ENSG00000107863	13100
ENSG00000107864	5666
ENSG00000107872	650
ENSG00000107874	641
ENSG00000107882	446
ENSG00000107890	8038
ENSG00000107897	7578
ENSG00000107902	6971
ENSG00000107929	5936
ENSG00000107937	5919
ENSG00000107938	15807
ENSG00000107949	16180
ENSG00000107951	17341
ENSG00000107954	11755
ENSG00000107957	16417
ENSG00000107959	12876
ENSG00000107960	17168
ENSG00000107968	16444
ENSG00000107984	10101
ENSG00000108001	16557
ENSG00000108010	16119
ENSG00000108018	13610
ENSG00000108021	6298
ENSG00000108039	14726
ENSG00000108055	7946
ENSG00000108061	9652
ENSG00000108064	359
ENSG00000108091	15076
ENSG00000108094	3702
ENSG00000108100	4876
ENSG00000108106	16813
ENSG00000108107	16788
ENSG00000108175	14546
ENSG00000108176	4026
ENSG00000108179	12695
ENSG00000108187	916
ENSG00000108231	8747
ENSG00000108239	15471
ENSG00000108242	15084
ENSG00000108244	10076
ENSG00000108255	169
ENSG00000108256	189
ENSG00000108262	179
ENSG00000108298	2588
ENSG00000108306	2096
ENSG00000108309	5468
ENSG00000108312	4321
ENSG00000108342	13103
ENSG00000108344	11519
ENSG00000108349	12861
ENSG00000108352	12351
ENSG00000108370	7431
ENSG00000108375	14743
ENSG00000108381	735
ENSG00000108384	10645
ENSG00000108387	15865
ENSG00000108389	15079
ENSG00000108395	5230
ENSG00000108405	275
ENSG00000108406	6078
ENSG00000108417	10635
ENSG00000108423	5447
ENSG00000108424	1259
ENSG00000108439	4596
ENSG00000108443	6143
ENSG00000108448	2207
ENSG00000108465	4975
ENSG00000108468	6053
ENSG00000108474	1419
ENSG00000108479	11918
ENSG00000108506	8238
ENSG00000108509	4669
ENSG00000108510	8060
ENSG00000108511	14078
ENSG00000108515	4532
ENSG00000108518	4662
ENSG00000108523	4932
ENSG00000108528	5002
ENSG00000108551	6855
ENSG00000108556	6451
ENSG00000108557	4355
ENSG00000108559	13343
ENSG00000108561	12741
ENSG00000108576	549
ENSG00000108578	910
ENSG00000108582	112
ENSG00000108587	122
ENSG00000108588	3010
ENSG00000108590	12708
ENSG00000108591	1306
ENSG00000108592	3306
ENSG00000108599	534
ENSG00000108602	885
ENSG00000108604	3305
ENSG00000108622	2583
ENSG00000108639	15444
ENSG00000108641	2346
ENSG00000108651	11667
ENSG00000108654	433
ENSG00000108666	4134
ENSG00000108669	13802
ENSG00000108671	4431
ENSG00000108679	14142
ENSG00000108684	12356
ENSG00000108688	11547
ENSG00000108691	11025
ENSG00000108700	11621
ENSG00000108702	11902
ENSG00000108733	4310
ENSG00000108759	10412
ENSG00000108771	7141
ENSG00000108773	6911
ENSG00000108774	7204
ENSG00000108784	2194
ENSG00000108786	2023
ENSG00000108788	2113
ENSG00000108797	3804
ENSG00000108798	12744
ENSG00000108799	3860
ENSG00000108813	8325
ENSG00000108819	6800
ENSG00000108821	7319
ENSG00000108823	7233
ENSG00000108825	3252
ENSG00000108826	10391
ENSG00000108828	3054
ENSG00000108829	9737
ENSG00000108830	3033
ENSG00000108839	8103
ENSG00000108840	3146
ENSG00000108846	2897
ENSG00000108848	2225
ENSG00000108849	3460
ENSG00000108852	3884
ENSG00000108854	296
ENSG00000108861	4141
ENSG00000108878	8557
ENSG00000108883	10584
ENSG00000108924	5413
ENSG00000108932	5753
ENSG00000108946	12853
ENSG00000108947	3674
ENSG00000108950	16872
ENSG00000108953	6673
ENSG00000108960	4910
ENSG00000108961	12182
ENSG00000108963	13698
ENSG00000108984	9898
ENSG00000109016	7566
ENSG00000109046	7804
ENSG00000109047	13527
ENSG00000109061	13607
ENSG00000109062	16502
ENSG00000109063	12107
ENSG00000109065	16191
ENSG00000109066	16058
ENSG00000109072	443
ENSG00000109079	507
ENSG00000109083	492
ENSG00000109084	526
ENSG00000109089	15625
ENSG00000109099	16006
ENSG00000109101	327
ENSG00000109103	366
ENSG00000109107	418
ENSG00000109111	997
ENSG00000109113	1151
ENSG00000109118	962
ENSG00000109132	11479
ENSG00000109133	10851
ENSG00000109158	4032
ENSG00000109163	6674
ENSG00000109171	14488
ENSG00000109180	4998
ENSG00000109181	17069
ENSG00000109189	818
ENSG00000109193	15350
ENSG00000109205	1165
ENSG00000109208	1029
ENSG00000109220	7164
ENSG00000109255	4736
ENSG00000109265	5692
ENSG00000109270	4503
ENSG00000109272	11814
ENSG00000109320	1137
ENSG00000109321	13701
ENSG00000109323	1211
ENSG00000109332	1177
ENSG00000109339	6890
ENSG00000109381	4105
ENSG00000109390	3273
ENSG00000109424	10036
ENSG00000109436	10692
ENSG00000109445	12493
ENSG00000109452	4352
ENSG00000109458	15765
ENSG00000109466	13836
ENSG00000109471	393
ENSG00000109472	14360
ENSG00000109475	4067
ENSG00000109501	16894
ENSG00000109511	9264
ENSG00000109519	16499
ENSG00000109534	14210
ENSG00000109572	411
ENSG00000109576	10859
ENSG00000109586	12253
ENSG00000109606	8644
ENSG00000109610	6318
ENSG00000109618	7858
ENSG00000109625	5658
ENSG00000109654	5821
ENSG00000109667	10860
ENSG00000109670	448
ENSG00000109674	16782
ENSG00000109680	224
ENSG00000109684	10828
ENSG00000109685	8022
ENSG00000109686	8934
ENSG00000109689	406
ENSG00000109705	8066
ENSG00000109736	10790
ENSG00000109738	10114
ENSG00000109743	5852
ENSG00000109756	13553
ENSG00000109758	10961
ENSG00000109762	11847
ENSG00000109771	13618
ENSG00000109775	13922
ENSG00000109787	15576
ENSG00000109790	13093
ENSG00000109794	16918
ENSG00000109805	7134
ENSG00000109814	8961
ENSG00000109819	3906
ENSG00000109832	12420
ENSG00000109851	15448
ENSG00000109854	14491
ENSG00000109861	14848
ENSG00000109881	11767
ENSG00000109906	9244
ENSG00000109911	1402
ENSG00000109917	11484
ENSG00000109919	236
ENSG00000109920	476
ENSG00000109927	17112
ENSG00000109929	15603
ENSG00000109943	14529
ENSG00000109944	14256
ENSG00000109956	9835
ENSG00000109971	14988
ENSG00000109991	762
ENSG00000110002	13341
ENSG00000110011	4992
ENSG00000110013	13443
ENSG00000110025	9056
ENSG00000110031	10669
ENSG00000110042	2265
ENSG00000110046	8955
ENSG00000110047	9995
ENSG00000110048	2039
ENSG00000110057	9897
ENSG00000110060	12257
ENSG00000110063	12089
ENSG00000110066	8274
ENSG00000110074	10827
ENSG00000110075	5947
ENSG00000110076	14017
ENSG00000110077	5811
ENSG00000110079	4538
ENSG00000110080	15147
ENSG00000110090	6004
ENSG00000110092	13507
ENSG00000110104	3156
ENSG00000110107	3097
ENSG00000110108	3348
ENSG00000110148	8751
ENSG00000110169	8449
ENSG00000110171	8390
ENSG00000110172	3310
ENSG00000110195	2180
ENSG00000110200	1315
ENSG00000110203	1641
ENSG00000110218	12125
ENSG00000110237	178
ENSG00000110243	11337
ENSG00000110244	11252
ENSG00000110245	11218
ENSG00000110274	14323
ENSG00000110315	10724
ENSG00000110318	3514
ENSG00000110321	15595
ENSG00000110324	14454
ENSG00000110328	15800
ENSG00000110330	5788
ENSG00000110344	8572
ENSG00000110367	4231
ENSG00000110375	5973
ENSG00000110395	6739
ENSG00000110400	12728
ENSG00000110422	5635
ENSG00000110427	8426
ENSG00000110429	7158
ENSG00000110435	10090
ENSG00000110436	5144
ENSG00000110442	12784
ENSG00000110446	2857
ENSG00000110455	8841
ENSG00000110484	10778
ENSG00000110492	1060
ENSG00000110497	957
ENSG00000110514	171
ENSG00000110536	204
ENSG00000110583	4166
ENSG00000110619	10251
ENSG00000110628	10014
ENSG00000110651	16828
ENSG00000110660	5742
ENSG00000110665	15942
ENSG00000110675	13488
ENSG00000110680	2443
ENSG00000110693	2055
ENSG00000110696	1361
ENSG00000110697	6883
ENSG00000110700	7931
ENSG00000110711	7127
ENSG00000110713	10429
ENSG00000110717	9119
ENSG00000110719	8315
ENSG00000110721	5829
ENSG00000110723	207
ENSG00000110756	3688
ENSG00000110768	4237
ENSG00000110777	5736
ENSG00000110786	4951
ENSG00000110799	13656
ENSG00000110801	1325
ENSG00000110811	6405
ENSG00000110841	9208
ENSG00000110844	1430
ENSG00000110848	16815
ENSG00000110851	7672
ENSG00000110852	16524
ENSG00000110871	2581
ENSG00000110876	10576
ENSG00000110880	12704
ENSG00000110881	397
ENSG00000110888	13969
ENSG00000110900	6346
ENSG00000110906	10909
ENSG00000110911	10393
ENSG00000110917	6174
ENSG00000110921	8332
ENSG00000110925	10277
ENSG00000110931	5747
ENSG00000110934	11336
ENSG00000110944	10819
ENSG00000110955	11462
ENSG00000110958	10884
ENSG00000110975	16175
ENSG00000110987	3344
ENSG00000111011	655
ENSG00000111012	10620
ENSG00000111046	7119
ENSG00000111049	6958
ENSG00000111052	7671
ENSG00000111057	14055
ENSG00000111058	12622
ENSG00000111077	16518
ENSG00000111087	10627
ENSG00000111110	11931
ENSG00000111142	14807
ENSG00000111144	10481
ENSG00000111145	9781
ENSG00000111186	9627
ENSG00000111196	10542
ENSG00000111199	6070
ENSG00000111203	17114
ENSG00000111206	17221
ENSG00000111215	7229
ENSG00000111218	16750
ENSG00000111224	13915
ENSG00000111229	5985
ENSG00000111231	6840
ENSG00000111237	10256
ENSG00000111241	15112
ENSG00000111245	11512
ENSG00000111247	15924
ENSG00000111249	4257
ENSG00000111252	2737
ENSG00000111254	16537
ENSG00000111261	3409
ENSG00000111262	15362
ENSG00000111266	4080
ENSG00000111269	4469
ENSG00000111271	456
ENSG00000111275	543
ENSG00000111276	5774
ENSG00000111291	12868
ENSG00000111300	1898
ENSG00000111305	15858
ENSG00000111319	13071
ENSG00000111321	13156
ENSG00000111325	1331
ENSG00000111328	3107
ENSG00000111331	3175
ENSG00000111335	2520
ENSG00000111339	8515
ENSG00000111341	9881
ENSG00000111344	2689
ENSG00000111348	10336
ENSG00000111358	12818
ENSG00000111361	13383
ENSG00000111364	13706
ENSG00000111371	1156
ENSG00000111404	6214
ENSG00000111405	10388
ENSG00000111412	10902
ENSG00000111424	11164
ENSG00000111432	15119
ENSG00000111445	8459
ENSG00000111450	9518
ENSG00000111452	8039
ENSG00000111481	1668
ENSG00000111490	5940
ENSG00000111530	15137
ENSG00000111536	10154
ENSG00000111537	10209
ENSG00000111540	14092
ENSG00000111554	8791
ENSG00000111581	12377
ENSG00000111596	16297
ENSG00000111602	12419
ENSG00000111605	16143
ENSG00000111615	14161
ENSG00000111639	12945
ENSG00000111640	11835
ENSG00000111641	11085
ENSG00000111642	10004
ENSG00000111644	9545
ENSG00000111647	6151
ENSG00000111652	8641
ENSG00000111653	9654
ENSG00000111664	6438
ENSG00000111665	6538
ENSG00000111666	7683
ENSG00000111667	6715
ENSG00000111669	6813
ENSG00000111670	6611
ENSG00000111671	6844
ENSG00000111674	7066
ENSG00000111676	6907
ENSG00000111678	7007
ENSG00000111679	7306
ENSG00000111696	15168
ENSG00000111700	10531
ENSG00000111701	5652
ENSG00000111704	6146
ENSG00000111707	6378
ENSG00000111711	9364
ENSG00000111713	9154
ENSG00000111716	9681
ENSG00000111725	14337
ENSG00000111726	8687
ENSG00000111727	15720
ENSG00000111728	9814
ENSG00000111729	9818
ENSG00000111731	7786
ENSG00000111732	11689
ENSG00000111737	6263
ENSG00000111752	15257
ENSG00000111775	1630
ENSG00000111780	1618
ENSG00000111783	3513
ENSG00000111785	4821
ENSG00000111786	1683
ENSG00000111790	5571
ENSG00000111796	17145
ENSG00000111799	14916
ENSG00000111801	6534
ENSG00000111802	11569
ENSG00000111816	15855
ENSG00000111817	7148
ENSG00000111832	7116
ENSG00000111834	7666
ENSG00000111837	15826
ENSG00000111843	15971
ENSG00000111845	15370
ENSG00000111846	15786
ENSG00000111850	2097
ENSG00000111859	16428
ENSG00000111860	5669
ENSG00000111863	14966
ENSG00000111875	8147
ENSG00000111877	8486
ENSG00000111879	17442
ENSG00000111880	1320
ENSG00000111885	17505
ENSG00000111886	1605
ENSG00000111897	10661
ENSG00000111906	13079
ENSG00000111907	14461
ENSG00000111911	5800
ENSG00000111912	9535
ENSG00000111913	12528
ENSG00000111961	15819
ENSG00000111962	13796
ENSG00000111981	6086
ENSG00000112029	11409
ENSG00000112031	11664
ENSG00000112033	9871
ENSG00000112038	17079
ENSG00000112039	9892
ENSG00000112041	10754
ENSG00000112053	6832
ENSG00000112062	2251
ENSG00000112077	7057
ENSG00000112078	5171
ENSG00000112079	4612
ENSG00000112081	6121
ENSG00000112096	11239
ENSG00000112110	10763
ENSG00000112115	10438
ENSG00000112116	11254
ENSG00000112118	11246
ENSG00000112130	10641
ENSG00000112137	15715
ENSG00000112139	4397
ENSG00000112144	15094
ENSG00000112146	15301
ENSG00000112149	13693
ENSG00000112159	6877
ENSG00000112164	11114
ENSG00000112167	11668
ENSG00000112175	1869
ENSG00000112182	8283
ENSG00000112183	1934
ENSG00000112186	3240
ENSG00000112195	13910
ENSG00000112200	7955
ENSG00000112208	8527
ENSG00000112210	7862
ENSG00000112212	13356
ENSG00000112214	3410
ENSG00000112218	4449
ENSG00000112232	14888
ENSG00000112234	10012
ENSG00000112237	11105
ENSG00000112238	10098
ENSG00000112242	12867
ENSG00000112245	4327
ENSG00000112246	4857
ENSG00000112249	6645
ENSG00000112273	13494
ENSG00000112276	3775
ENSG00000112280	1052
ENSG00000112282	16804
ENSG00000112290	10152
ENSG00000112293	13160
ENSG00000112294	13602
ENSG00000112297	11538
ENSG00000112299	7516
ENSG00000112303	8221
ENSG00000112304	12344
ENSG00000112305	3857
ENSG00000112306	9729
ENSG00000112308	12133
ENSG00000112309	3648
ENSG00000112312	11906
ENSG00000112319	16423
ENSG00000112320	7793
ENSG00000112333	5218
ENSG00000112335	5036
ENSG00000112337	8096
ENSG00000112339	16390
ENSG00000112343	7021
ENSG00000112357	14997
ENSG00000112365	1244
ENSG00000112367	2135
ENSG00000112378	13901
ENSG00000112379	12051
ENSG00000112394	500
ENSG00000112406	9381
ENSG00000112414	4994
ENSG00000112419	15635
ENSG00000112425	9575
ENSG00000112462	10135
ENSG00000112473	3496
ENSG00000112486	4239
ENSG00000112494	937
ENSG00000112499	7402
ENSG00000112511	4743
ENSG00000112514	4692
ENSG00000112530	9495
ENSG00000112531	5789
ENSG00000112539	8497
ENSG00000112541	9940
ENSG00000112559	7178
ENSG00000112561	3196
ENSG00000112562	12005
ENSG00000112576	2146
ENSG00000112578	2205
ENSG00000112599	1278
ENSG00000112619	8174
ENSG00000112624	9015
ENSG00000112640	5657
ENSG00000112651	3121
ENSG00000112655	2557
ENSG00000112658	3506
ENSG00000112659	3320
ENSG00000112667	3104
ENSG00000112685	5012
ENSG00000112695	11915
ENSG00000112697	12614
ENSG00000112699	8241
ENSG00000112701	14068
ENSG00000112706	6677
ENSG00000112715	5305
ENSG00000112739	15157
ENSG00000112742	9432
ENSG00000112759	15641
ENSG00000112761	7222
ENSG00000112763	6369
ENSG00000112769	13483
ENSG00000112773	2229
ENSG00000112782	6323
ENSG00000112787	5145
ENSG00000112796	9242
ENSG00000112799	16605
ENSG00000112812	17039
ENSG00000112818	13674
ENSG00000112837	3050
ENSG00000112851	1016
ENSG00000112852	6899
ENSG00000112855	498
ENSG00000112874	8874
ENSG00000112877	4268
ENSG00000112893	2276
ENSG00000112902	7352
ENSG00000112936	4853
ENSG00000112941	13181
ENSG00000112964	8981
ENSG00000112972	7393
ENSG00000112977	7668
ENSG00000112981	3039
ENSG00000112983	2931
ENSG00000112984	3048
ENSG00000112992	1699
ENSG00000112996	4812
ENSG00000113013	5381
ENSG00000113048	12451
ENSG00000113068	605
ENSG00000113070	600
ENSG00000113073	636
ENSG00000113083	9983
ENSG00000113088	11097
ENSG00000113100	8590
ENSG00000113108	653
ENSG00000113119	606
ENSG00000113140	7568
ENSG00000113141	661
ENSG00000113161	1170
ENSG00000113163	1790
ENSG00000113194	6846
ENSG00000113196	2841
ENSG00000113205	6841
ENSG00000113209	5866
ENSG00000113211	5956
ENSG00000113212	7424
ENSG00000113231	13319
ENSG00000113240	15498
ENSG00000113248	10367
ENSG00000113249	15913
ENSG00000113262	13187
ENSG00000113263	15719
ENSG00000113269	13628
ENSG00000113272	8197
ENSG00000113273	3963
ENSG00000113282	8707
ENSG00000113296	12254
ENSG00000113300	6089
ENSG00000113302	15273
ENSG00000113303	3179
ENSG00000113312	16318
ENSG00000113318	12666
ENSG00000113319	13429
ENSG00000113327	9824
ENSG00000113328	11964
ENSG00000113356	13851
ENSG00000113360	15374
ENSG00000113361	16101
ENSG00000113368	6203
ENSG00000113369	14509
ENSG00000113384	5660
ENSG00000113387	6486
ENSG00000113389	2727
ENSG00000113391	268
ENSG00000113396	13590
ENSG00000113407	5082
ENSG00000113430	9973
ENSG00000113441	7326
ENSG00000113448	10578
ENSG00000113456	13666
ENSG00000113460	13545
ENSG00000113492	12790
ENSG00000113494	12450
ENSG00000113504	9169
ENSG00000113520	7039
ENSG00000113522	5548
ENSG00000113525	7457
ENSG00000113532	3023
ENSG00000113552	13039
ENSG00000113555	13953
ENSG00000113558	5696
ENSG00000113569	578
ENSG00000113575	5319
ENSG00000113578	11066
ENSG00000113580	11875
ENSG00000113583	7018
ENSG00000113593	2603
ENSG00000113594	6381
ENSG00000113595	2206
ENSG00000113597	2012
ENSG00000113600	3669
ENSG00000113615	812
ENSG00000113621	2694
ENSG00000113638	4453
ENSG00000113643	13226
ENSG00000113645	13942
ENSG00000113648	4154
ENSG00000113649	5057
ENSG00000113657	9640
ENSG00000113658	5674
ENSG00000113712	11969
ENSG00000113716	15121
ENSG00000113719	10925
ENSG00000113721	15965
ENSG00000113722	16239
ENSG00000113732	5422
ENSG00000113734	7523
ENSG00000113739	8369
ENSG00000113742	12118
ENSG00000113749	16194
ENSG00000113758	1584
ENSG00000113761	3455
ENSG00000113763	2887
ENSG00000113790	7938
ENSG00000113805	9360
ENSG00000113810	3580
ENSG00000113811	14762
ENSG00000113812	15043
ENSG00000113838	15805
ENSG00000113845	654
ENSG00000113851	16216
ENSG00000113889	16034
ENSG00000113905	15900
ENSG00000113916	15294
ENSG00000113924	66
ENSG00000113946	12580
ENSG00000113966	2438
ENSG00000113971	7544
ENSG00000114013	7462
ENSG00000114019	5328
ENSG00000114021	14556
ENSG00000114023	13133
ENSG00000114026	12633
ENSG00000114030	12352
ENSG00000114054	7856
ENSG00000114062	7590
ENSG00000114098	10339
ENSG00000114107	4046
ENSG00000114113	14022
ENSG00000114115	14598
ENSG00000114120	4589
ENSG00000114124	4527
ENSG00000114125	4646
ENSG00000114126	3753
ENSG00000114127	3435
ENSG00000114166	4507
ENSG00000114200	12838
ENSG00000114204	8302
ENSG00000114209	9605
ENSG00000114248	10971
ENSG00000114251	14097
ENSG00000114268	1527
ENSG00000114270	1575
ENSG00000114279	9595
ENSG00000114302	1354
ENSG00000114315	12774
ENSG00000114316	378
ENSG00000114331	7980
ENSG00000114346	11710
ENSG00000114349	1125
ENSG00000114353	1335
ENSG00000114354	15454
ENSG00000114378	1307
ENSG00000114383	1676
ENSG00000114388	1636
ENSG00000114391	60
ENSG00000114395	1632
ENSG00000114405	17427
ENSG00000114416	7535
ENSG00000114423	8636
ENSG00000114439	17431
ENSG00000114446	5543
ENSG00000114450	8253
ENSG00000114455	5038
ENSG00000114473	10608
ENSG00000114480	7201
ENSG00000114487	5094
ENSG00000114491	17252
ENSG00000114503	4291
ENSG00000114520	4182
ENSG00000114529	11756
ENSG00000114541	8131
ENSG00000114544	13732
ENSG00000114547	10128
ENSG00000114554	13271
ENSG00000114573	1690
ENSG00000114626	10857
ENSG00000114631	11515
ENSG00000114638	3242
ENSG00000114646	265
ENSG00000114648	472
ENSG00000114650	457
ENSG00000114654	1879
ENSG00000114656	2157
ENSG00000114670	129
ENSG00000114686	1545
ENSG00000114698	6466
ENSG00000114735	11840
ENSG00000114737	12281
ENSG00000114738	12401
ENSG00000114739	2578
ENSG00000114742	4898
ENSG00000114744	6510
ENSG00000114745	5125
ENSG00000114757	13831
ENSG00000114767	80
ENSG00000114770	3997
ENSG00000114771	13026
ENSG00000114784	13838
ENSG00000114786	89
ENSG00000114790	16627
ENSG00000114796	6560
ENSG00000114805	8826
ENSG00000114812	11788
ENSG00000114841	303
ENSG00000114850	11046
ENSG00000114853	11753
ENSG00000114854	519
ENSG00000114857	11878
ENSG00000114859	8820
ENSG00000114861	10261
ENSG00000114867	8907
ENSG00000114902	2662
ENSG00000114904	2579
ENSG00000114923	13463
ENSG00000114933	12323
ENSG00000114942	12173
ENSG00000114948	9827
ENSG00000114956	3917
ENSG00000114978	4097
ENSG00000114982	3555
ENSG00000114988	3765
ENSG00000114993	7054
ENSG00000115008	16579
ENSG00000115009	8075
ENSG00000115020	3564
ENSG00000115041	299
ENSG00000115042	252
ENSG00000115053	8160
ENSG00000115073	316
ENSG00000115084	8793
ENSG00000115085	314
ENSG00000115091	3498
ENSG00000115107	15684
ENSG00000115109	1442
ENSG00000115112	6626
ENSG00000115128	3415
ENSG00000115129	3313
ENSG00000115137	1961
ENSG00000115138	2313
ENSG00000115145	16798
ENSG00000115155	12974
ENSG00000115159	9471
ENSG00000115163	16646
ENSG00000115165	5076
ENSG00000115170	8199
ENSG00000115183	4680
ENSG00000115194	4657
